Silicon k Edge Energy,Silicon k Escape Energy,Silicon l 2s Edge Energy,Silicon l 2s Escape Energy,Silicon l 2p Edge Energy,Silicon l 2p Escape Energy
1.83900,1.72100,0.151000,0.149000,0.110000,0.0990000
